
Number of training patterns: 800

Initial weights : w5 =   9.5799 w4 =   6.6507 w3 =   2.8357 w2 =   6.3874 w1 =   5.6378 w0 =   5.2085 
Training weights: w5 =   0.6214 w4 =   1.1757 w3 =  -0.8067 w2 =  -1.8205 w1 =   0.2905 w0 =   3.9917 Iteration 161: Error Rate = 24.38%
Training weights: w5 =   0.6053 w4 =   1.1776 w3 =  -0.7899 w2 =  -1.8134 w1 =   0.2862 w0 =   3.9900 Iteration 162: Error Rate = 25.38%
Training weights: w5 =   0.5729 w4 =   1.1638 w3 =  -0.7932 w2 =  -1.8233 w1 =   0.2684 w0 =   3.9864 Iteration 163: Error Rate = 22.25%
Training weights: w5 =   0.5519 w4 =   1.1622 w3 =  -0.7799 w2 =  -1.8229 w1 =   0.2583 w0 =   3.9843 Iteration 164: Error Rate = 22.12%
Training weights: w5 =   0.5439 w4 =   1.1684 w3 =  -0.7607 w2 =  -1.8143 w1 =   0.2556 w0 =   3.9835 Iteration 165: Error Rate = 21.50%
Training weights: w5 =   0.5377 w4 =   1.1741 w3 =  -0.7436 w2 =  -1.8037 w1 =   0.2502 w0 =   3.9823 Iteration 166: Error Rate = 22.50%
Training weights: w5 =   0.5234 w4 =   1.1610 w3 =  -0.7325 w2 =  -1.8089 w1 =   0.2294 w0 =   3.9792 Iteration 167: Error Rate = 24.12%
Training weights: w5 =   0.5244 w4 =   1.1660 w3 =  -0.7135 w2 =  -1.7969 w1 =   0.2307 w0 =   3.9783 Iteration 168: Error Rate = 22.12%
Training weights: w5 =   0.5182 w4 =   1.1664 w3 =  -0.7000 w2 =  -1.7890 w1 =   0.2311 w0 =   3.9770 Iteration 169: Error Rate = 21.88%
Training weights: w5 =   0.5083 w4 =   1.1544 w3 =  -0.6953 w2 =  -1.7897 w1 =   0.2165 w0 =   3.9742 Iteration 170: Error Rate = 23.00%
Training weights: w5 =   0.5003 w4 =   1.1452 w3 =  -0.6877 w2 =  -1.7898 w1 =   0.2066 w0 =   3.9717 Iteration 171: Error Rate = 22.12%
Training weights: w5 =   0.5011 w4 =   1.1525 w3 =  -0.6688 w2 =  -1.7757 w1 =   0.2070 w0 =   3.9711 Iteration 172: Error Rate = 22.75%
Training weights: w5 =   0.4916 w4 =   1.1441 w3 =  -0.6629 w2 =  -1.7737 w1 =   0.1979 w0 =   3.9686 Iteration 173: Error Rate = 22.88%
Training weights: w5 =   0.4834 w4 =   1.1383 w3 =  -0.6542 w2 =  -1.7706 w1 =   0.1861 w0 =   3.9662 Iteration 174: Error Rate = 23.25%
Training weights: w5 =   0.4828 w4 =   1.1436 w3 =  -0.6388 w2 =  -1.7596 w1 =   0.1888 w0 =   3.9651 Iteration 175: Error Rate = 23.38%
Training weights: w5 =   0.4745 w4 =   1.1426 w3 =  -0.6261 w2 =  -1.7525 w1 =   0.1828 w0 =   3.9635 Iteration 176: Error Rate = 21.88%
Training weights: w5 =   0.4680 w4 =   1.1389 w3 =  -0.6177 w2 =  -1.7469 w1 =   0.1766 w0 =   3.9614 Iteration 177: Error Rate = 23.88%
Training weights: w5 =   0.4628 w4 =   1.1438 w3 =  -0.6026 w2 =  -1.7378 w1 =   0.1759 w0 =   3.9603 Iteration 178: Error Rate = 20.38%
Training weights: w5 =   0.4508 w4 =   1.1312 w3 =  -0.6013 w2 =  -1.7395 w1 =   0.1696 w0 =   3.9574 Iteration 179: Error Rate = 23.62%
Training weights: w5 =   0.4470 w4 =   1.1291 w3 =  -0.5932 w2 =  -1.7307 w1 =   0.1707 w0 =   3.9558 Iteration 180: Error Rate = 22.75%
Training weights: w5 =   0.4440 w4 =   1.1299 w3 =  -0.5803 w2 =  -1.7207 w1 =   0.1721 w0 =   3.9544 Iteration 181: Error Rate = 23.25%
Training weights: w5 =   0.4283 w4 =   1.1231 w3 =  -0.5687 w2 =  -1.7183 w1 =   0.1707 w0 =   3.9519 Iteration 182: Error Rate = 25.38%
Training weights: w5 =   0.4183 w4 =   1.1116 w3 =  -0.5678 w2 =  -1.7190 w1 =   0.1635 w0 =   3.9493 Iteration 183: Error Rate = 21.50%
Training weights: w5 =   0.4149 w4 =   1.1067 w3 =  -0.5587 w2 =  -1.7136 w1 =   0.1633 w0 =   3.9475 Iteration 184: Error Rate = 21.50%
Training weights: w5 =   0.4023 w4 =   1.0968 w3 =  -0.5529 w2 =  -1.7112 w1 =   0.1597 w0 =   3.9447 Iteration 185: Error Rate = 27.25%
Training weights: w5 =   0.4117 w4 =   1.1027 w3 =  -0.5360 w2 =  -1.6939 w1 =   0.1647 w0 =   3.9442 Iteration 186: Error Rate = 22.38%
Training weights: w5 =   0.4005 w4 =   1.0895 w3 =  -0.5324 w2 =  -1.6963 w1 =   0.1593 w0 =   3.9412 Iteration 187: Error Rate = 22.25%
Training weights: w5 =   0.3925 w4 =   1.0773 w3 =  -0.5301 w2 =  -1.6984 w1 =   0.1434 w0 =   3.9381 Iteration 188: Error Rate = 25.38%
Training weights: w5 =   0.3940 w4 =   1.0787 w3 =  -0.5163 w2 =  -1.6860 w1 =   0.1416 w0 =   3.9368 Iteration 189: Error Rate = 24.12%
Training weights: w5 =   0.3910 w4 =   1.0767 w3 =  -0.5070 w2 =  -1.6750 w1 =   0.1406 w0 =   3.9354 Iteration 190: Error Rate = 22.25%
Training weights: w5 =   0.3871 w4 =   1.0670 w3 =  -0.5023 w2 =  -1.6707 w1 =   0.1369 w0 =   3.9330 Iteration 191: Error Rate = 23.75%
Training weights: w5 =   0.3817 w4 =   1.0619 w3 =  -0.4983 w2 =  -1.6652 w1 =   0.1365 w0 =   3.9310 Iteration 192: Error Rate = 22.50%
Training weights: w5 =   0.3782 w4 =   1.0546 w3 =  -0.4922 w2 =  -1.6594 w1 =   0.1368 w0 =   3.9289 Iteration 193: Error Rate = 23.88%
Training weights: w5 =   0.3732 w4 =   1.0458 w3 =  -0.4917 w2 =  -1.6534 w1 =   0.1351 w0 =   3.9263 Iteration 194: Error Rate = 26.25%
Training weights: w5 =   0.3709 w4 =   1.0391 w3 =  -0.4873 w2 =  -1.6466 w1 =   0.1375 w0 =   3.9242 Iteration 195: Error Rate = 23.88%
Training weights: w5 =   0.3649 w4 =   1.0345 w3 =  -0.4842 w2 =  -1.6384 w1 =   0.1306 w0 =   3.9222 Iteration 196: Error Rate = 25.00%
Training weights: w5 =   0.3697 w4 =   1.0390 w3 =  -0.4706 w2 =  -1.6233 w1 =   0.1344 w0 =   3.9216 Iteration 197: Error Rate = 21.00%
Training weights: w5 =   0.3533 w4 =   1.0189 w3 =  -0.4760 w2 =  -1.6286 w1 =   0.1264 w0 =   3.9178 Iteration 198: Error Rate = 24.00%
Training weights: w5 =   0.3665 w4 =   1.0165 w3 =  -0.4672 w2 =  -1.6182 w1 =   0.1257 w0 =   3.9165 Iteration 199: Error Rate = 21.88%
Training weights: w5 =   0.3697 w4 =   1.0234 w3 =  -0.4514 w2 =  -1.6006 w1 =   0.1351 w0 =   3.9158 Iteration 200: Error Rate = 25.38%
Training weights: w5 =   0.3539 w4 =   1.0084 w3 =  -0.4627 w2 =  -1.6035 w1 =   0.1296 w0 =   3.9125 Iteration 201: Error Rate = 24.38%
Training weights: w5 =   0.3540 w4 =   1.0063 w3 =  -0.4552 w2 =  -1.5948 w1 =   0.1296 w0 =   3.9108 Iteration 202: Error Rate = 23.12%
Training weights: w5 =   0.3523 w4 =   1.0020 w3 =  -0.4436 w2 =  -1.5809 w1 =   0.1337 w0 =   3.9091 Iteration 203: Error Rate = 26.88%
Training weights: w5 =   0.3478 w4 =   0.9902 w3 =  -0.4430 w2 =  -1.5785 w1 =   0.1376 w0 =   3.9066 Iteration 204: Error Rate = 24.12%
Training weights: w5 =   0.3482 w4 =   0.9863 w3 =  -0.4346 w2 =  -1.5686 w1 =   0.1339 w0 =   3.9048 Iteration 205: Error Rate = 25.75%
Training weights: w5 =   0.3396 w4 =   0.9700 w3 =  -0.4368 w2 =  -1.5744 w1 =   0.1252 w0 =   3.9014 Iteration 206: Error Rate = 23.75%
Training weights: w5 =   0.3397 w4 =   0.9682 w3 =  -0.4347 w2 =  -1.5651 w1 =   0.1275 w0 =   3.8997 Iteration 207: Error Rate = 23.12%
Training weights: w5 =   0.3351 w4 =   0.9613 w3 =  -0.4320 w2 =  -1.5599 w1 =   0.1256 w0 =   3.8971 Iteration 208: Error Rate = 27.25%
Training weights: w5 =   0.3323 w4 =   0.9640 w3 =  -0.4232 w2 =  -1.5474 w1 =   0.1310 w0 =   3.8954 Iteration 209: Error Rate = 25.12%
Training weights: w5 =   0.3254 w4 =   0.9528 w3 =  -0.4238 w2 =  -1.5474 w1 =   0.1266 w0 =   3.8927 Iteration 210: Error Rate = 24.12%
Training weights: w5 =   0.3194 w4 =   0.9472 w3 =  -0.4223 w2 =  -1.5415 w1 =   0.1244 w0 =   3.8903 Iteration 211: Error Rate = 26.50%
Training weights: w5 =   0.3157 w4 =   0.9455 w3 =  -0.4225 w2 =  -1.5316 w1 =   0.1257 w0 =   3.8883 Iteration 212: Error Rate = 26.25%
Training weights: w5 =   0.3111 w4 =   0.9367 w3 =  -0.4227 w2 =  -1.5276 w1 =   0.1222 w0 =   3.8858 Iteration 213: Error Rate = 24.88%
Training weights: w5 =   0.3115 w4 =   0.9377 w3 =  -0.4137 w2 =  -1.5144 w1 =   0.1279 w0 =   3.8846 Iteration 214: Error Rate = 24.00%
Training weights: w5 =   0.3079 w4 =   0.9302 w3 =  -0.4113 w2 =  -1.5112 w1 =   0.1223 w0 =   3.8822 Iteration 215: Error Rate = 22.25%
Training weights: w5 =   0.3067 w4 =   0.9282 w3 =  -0.4062 w2 =  -1.5013 w1 =   0.1239 w0 =   3.8804 Iteration 216: Error Rate = 25.00%
Training weights: w5 =   0.2980 w4 =   0.9090 w3 =  -0.4144 w2 =  -1.5062 w1 =   0.1141 w0 =   3.8767 Iteration 217: Error Rate = 25.12%
Training weights: w5 =   0.3029 w4 =   0.9094 w3 =  -0.4038 w2 =  -1.4922 w1 =   0.1222 w0 =   3.8757 Iteration 218: Error Rate = 22.75%
Training weights: w5 =   0.3033 w4 =   0.9081 w3 =  -0.3997 w2 =  -1.4806 w1 =   0.1236 w0 =   3.8741 Iteration 219: Error Rate = 25.00%
Training weights: w5 =   0.2965 w4 =   0.8977 w3 =  -0.3973 w2 =  -1.4764 w1 =   0.1197 w0 =   3.8715 Iteration 220: Error Rate = 25.25%
Training weights: w5 =   0.2925 w4 =   0.8925 w3 =  -0.3946 w2 =  -1.4678 w1 =   0.1204 w0 =   3.8693 Iteration 221: Error Rate = 27.75%
Training weights: w5 =   0.2860 w4 =   0.8884 w3 =  -0.3891 w2 =  -1.4612 w1 =   0.1184 w0 =   3.8672 Iteration 222: Error Rate = 25.12%
Training weights: w5 =   0.2895 w4 =   0.8786 w3 =  -0.3834 w2 =  -1.4540 w1 =   0.1188 w0 =   3.8649 Iteration 223: Error Rate = 26.75%
Training weights: w5 =   0.2876 w4 =   0.8664 w3 =  -0.3829 w2 =  -1.4487 w1 =   0.1149 w0 =   3.8623 Iteration 224: Error Rate = 24.75%
Training weights: w5 =   0.2961 w4 =   0.8692 w3 =  -0.3772 w2 =  -1.4336 w1 =   0.1247 w0 =   3.8612 Iteration 225: Error Rate = 25.62%
Training weights: w5 =   0.2802 w4 =   0.8384 w3 =  -0.3908 w2 =  -1.4502 w1 =   0.1044 w0 =   3.8559 Iteration 226: Error Rate = 26.12%
Training weights: w5 =   0.2920 w4 =   0.8551 w3 =  -0.3686 w2 =  -1.4213 w1 =   0.1176 w0 =   3.8565 Iteration 227: Error Rate = 24.50%
Training weights: w5 =   0.2838 w4 =   0.8501 w3 =  -0.3711 w2 =  -1.4165 w1 =   0.1157 w0 =   3.8541 Iteration 228: Error Rate = 25.75%
Training weights: w5 =   0.2804 w4 =   0.8391 w3 =  -0.3741 w2 =  -1.4144 w1 =   0.1098 w0 =   3.8512 Iteration 229: Error Rate = 27.38%
Training weights: w5 =   0.2751 w4 =   0.8328 w3 =  -0.3734 w2 =  -1.4102 w1 =   0.1054 w0 =   3.8488 Iteration 230: Error Rate = 23.00%
Training weights: w5 =   0.2889 w4 =   0.8460 w3 =  -0.3550 w2 =  -1.3861 w1 =   0.1181 w0 =   3.8491 Iteration 231: Error Rate = 24.12%
Training weights: w5 =   0.2774 w4 =   0.8249 w3 =  -0.3628 w2 =  -1.3940 w1 =   0.1122 w0 =   3.8451 Iteration 232: Error Rate = 25.75%
Training weights: w5 =   0.2679 w4 =   0.8160 w3 =  -0.3644 w2 =  -1.3908 w1 =   0.1027 w0 =   3.8423 Iteration 233: Error Rate = 27.00%
Training weights: w5 =   0.2574 w4 =   0.8037 w3 =  -0.3654 w2 =  -1.3913 w1 =   0.0893 w0 =   3.8390 Iteration 234: Error Rate = 24.88%
Training weights: w5 =   0.2609 w4 =   0.8068 w3 =  -0.3513 w2 =  -1.3756 w1 =   0.1002 w0 =   3.8380 Iteration 235: Error Rate = 25.75%
Training weights: w5 =   0.2495 w4 =   0.8031 w3 =  -0.3519 w2 =  -1.3664 w1 =   0.0988 w0 =   3.8357 Iteration 236: Error Rate = 28.62%
Training weights: w5 =   0.2463 w4 =   0.7964 w3 =  -0.3522 w2 =  -1.3612 w1 =   0.1017 w0 =   3.8333 Iteration 237: Error Rate = 26.75%
Training weights: w5 =   0.2444 w4 =   0.7993 w3 =  -0.3456 w2 =  -1.3476 w1 =   0.1111 w0 =   3.8320 Iteration 238: Error Rate = 24.12%
Training weights: w5 =   0.2432 w4 =   0.7913 w3 =  -0.3430 w2 =  -1.3412 w1 =   0.1103 w0 =   3.8296 Iteration 239: Error Rate = 26.50%
Training weights: w5 =   0.2400 w4 =   0.7840 w3 =  -0.3488 w2 =  -1.3375 w1 =   0.1078 w0 =   3.8272 Iteration 240: Error Rate = 23.00%
Training weights: w5 =   0.2338 w4 =   0.7801 w3 =  -0.3468 w2 =  -1.3273 w1 =   0.1138 w0 =   3.8251 Iteration 241: Error Rate = 27.38%
Training weights: w5 =   0.2314 w4 =   0.7727 w3 =  -0.3436 w2 =  -1.3211 w1 =   0.1148 w0 =   3.8226 Iteration 242: Error Rate = 25.88%
Training weights: w5 =   0.2314 w4 =   0.7757 w3 =  -0.3329 w2 =  -1.3081 w1 =   0.1157 w0 =   3.8213 Iteration 243: Error Rate = 25.12%
Training weights: w5 =   0.2190 w4 =   0.7552 w3 =  -0.3409 w2 =  -1.3144 w1 =   0.1011 w0 =   3.8174 Iteration 244: Error Rate = 23.88%
Training weights: w5 =   0.2207 w4 =   0.7567 w3 =  -0.3314 w2 =  -1.3015 w1 =   0.1063 w0 =   3.8161 Iteration 245: Error Rate = 24.38%
Training weights: w5 =   0.2234 w4 =   0.7558 w3 =  -0.3261 w2 =  -1.2906 w1 =   0.1045 w0 =   3.8143 Iteration 246: Error Rate = 25.50%
Training weights: w5 =   0.2230 w4 =   0.7493 w3 =  -0.3249 w2 =  -1.2844 w1 =   0.0962 w0 =   3.8117 Iteration 247: Error Rate = 27.75%
Training weights: w5 =   0.2182 w4 =   0.7399 w3 =  -0.3278 w2 =  -1.2796 w1 =   0.0910 w0 =   3.8090 Iteration 248: Error Rate = 28.12%
Training weights: w5 =   0.2068 w4 =   0.7291 w3 =  -0.3317 w2 =  -1.2785 w1 =   0.0853 w0 =   3.8062 Iteration 249: Error Rate = 23.25%
Training weights: w5 =   0.2132 w4 =   0.7322 w3 =  -0.3188 w2 =  -1.2634 w1 =   0.0944 w0 =   3.8053 Iteration 250: Error Rate = 24.62%
Training weights: w5 =   0.2107 w4 =   0.7223 w3 =  -0.3185 w2 =  -1.2603 w1 =   0.0892 w0 =   3.8025 Iteration 251: Error Rate = 27.00%
Training weights: w5 =   0.2097 w4 =   0.7216 w3 =  -0.3119 w2 =  -1.2488 w1 =   0.0842 w0 =   3.8004 Iteration 252: Error Rate = 27.38%
Training weights: w5 =   0.2064 w4 =   0.7087 w3 =  -0.3100 w2 =  -1.2477 w1 =   0.0815 w0 =   3.7975 Iteration 253: Error Rate = 26.62%
Training weights: w5 =   0.2094 w4 =   0.7098 w3 =  -0.3026 w2 =  -1.2336 w1 =   0.0861 w0 =   3.7962 Iteration 254: Error Rate = 26.88%
Training weights: w5 =   0.2112 w4 =   0.7077 w3 =  -0.2976 w2 =  -1.2235 w1 =   0.0889 w0 =   3.7944 Iteration 255: Error Rate = 25.50%
Training weights: w5 =   0.2019 w4 =   0.6891 w3 =  -0.3049 w2 =  -1.2279 w1 =   0.0742 w0 =   3.7904 Iteration 256: Error Rate = 28.00%
Training weights: w5 =   0.2027 w4 =   0.6862 w3 =  -0.2954 w2 =  -1.2177 w1 =   0.0774 w0 =   3.7887 Iteration 257: Error Rate = 26.62%
Training weights: w5 =   0.1990 w4 =   0.6861 w3 =  -0.2902 w2 =  -1.2108 w1 =   0.0773 w0 =   3.7868 Iteration 258: Error Rate = 24.88%
Training weights: w5 =   0.2044 w4 =   0.6866 w3 =  -0.2795 w2 =  -1.1976 w1 =   0.0795 w0 =   3.7852 Iteration 259: Error Rate = 28.25%
Training weights: w5 =   0.1973 w4 =   0.6769 w3 =  -0.2829 w2 =  -1.1923 w1 =   0.0806 w0 =   3.7827 Iteration 260: Error Rate = 26.88%
Training weights: w5 =   0.1906 w4 =   0.6605 w3 =  -0.2890 w2 =  -1.1949 w1 =   0.0734 w0 =   3.7792 Iteration 261: Error Rate = 26.62%
Training weights: w5 =   0.1825 w4 =   0.6551 w3 =  -0.2859 w2 =  -1.1886 w1 =   0.0728 w0 =   3.7770 Iteration 262: Error Rate = 24.75%
Training weights: w5 =   0.1909 w4 =   0.6559 w3 =  -0.2794 w2 =  -1.1743 w1 =   0.0759 w0 =   3.7758 Iteration 263: Error Rate = 24.00%
Training weights: w5 =   0.1885 w4 =   0.6467 w3 =  -0.2805 w2 =  -1.1681 w1 =   0.0708 w0 =   3.7732 Iteration 264: Error Rate = 27.75%
Training weights: w5 =   0.1892 w4 =   0.6417 w3 =  -0.2761 w2 =  -1.1613 w1 =   0.0664 w0 =   3.7708 Iteration 265: Error Rate = 27.25%
Training weights: w5 =   0.1916 w4 =   0.6398 w3 =  -0.2687 w2 =  -1.1492 w1 =   0.0667 w0 =   3.7689 Iteration 266: Error Rate = 29.50%
Training weights: w5 =   0.1830 w4 =   0.6319 w3 =  -0.2684 w2 =  -1.1438 w1 =   0.0626 w0 =   3.7660 Iteration 267: Error Rate = 30.88%
Training weights: w5 =   0.1830 w4 =   0.6298 w3 =  -0.2684 w2 =  -1.1316 w1 =   0.0687 w0 =   3.7642 Iteration 268: Error Rate = 28.75%
Training weights: w5 =   0.1791 w4 =   0.6156 w3 =  -0.2722 w2 =  -1.1309 w1 =   0.0603 w0 =   3.7610 Iteration 269: Error Rate = 25.75%
Training weights: w5 =   0.1813 w4 =   0.6145 w3 =  -0.2685 w2 =  -1.1215 w1 =   0.0632 w0 =   3.7594 Iteration 270: Error Rate = 23.50%
Training weights: w5 =   0.1731 w4 =   0.6016 w3 =  -0.2688 w2 =  -1.1235 w1 =   0.0634 w0 =   3.7563 Iteration 271: Error Rate = 25.38%
Training weights: w5 =   0.1741 w4 =   0.6003 w3 =  -0.2650 w2 =  -1.1112 w1 =   0.0692 w0 =   3.7543 Iteration 272: Error Rate = 28.50%
Training weights: w5 =   0.1729 w4 =   0.5942 w3 =  -0.2619 w2 =  -1.1033 w1 =   0.0657 w0 =   3.7518 Iteration 273: Error Rate = 28.12%
Training weights: w5 =   0.1629 w4 =   0.5838 w3 =  -0.2638 w2 =  -1.0984 w1 =   0.0653 w0 =   3.7487 Iteration 274: Error Rate = 29.12%
Training weights: w5 =   0.1594 w4 =   0.5768 w3 =  -0.2630 w2 =  -1.0914 w1 =   0.0700 w0 =   3.7465 Iteration 275: Error Rate = 25.25%
Training weights: w5 =   0.1651 w4 =   0.5741 w3 =  -0.2593 w2 =  -1.0805 w1 =   0.0728 w0 =   3.7446 Iteration 276: Error Rate = 27.12%
Training weights: w5 =   0.1604 w4 =   0.5555 w3 =  -0.2653 w2 =  -1.0849 w1 =   0.0687 w0 =   3.7413 Iteration 277: Error Rate = 23.38%
Training weights: w5 =   0.1640 w4 =   0.5589 w3 =  -0.2539 w2 =  -1.0677 w1 =   0.0702 w0 =   3.7402 Iteration 278: Error Rate = 27.62%
Training weights: w5 =   0.1677 w4 =   0.5464 w3 =  -0.2547 w2 =  -1.0644 w1 =   0.0670 w0 =   3.7374 Iteration 279: Error Rate = 26.75%
Training weights: w5 =   0.1651 w4 =   0.5389 w3 =  -0.2533 w2 =  -1.0584 w1 =   0.0696 w0 =   3.7349 Iteration 280: Error Rate = 26.38%
Training weights: w5 =   0.1659 w4 =   0.5294 w3 =  -0.2543 w2 =  -1.0552 w1 =   0.0653 w0 =   3.7324 Iteration 281: Error Rate = 23.88%
Training weights: w5 =   0.1563 w4 =   0.5200 w3 =  -0.2537 w2 =  -1.0531 w1 =   0.0594 w0 =   3.7295 Iteration 282: Error Rate = 26.62%
Training weights: w5 =   0.1673 w4 =   0.5284 w3 =  -0.2411 w2 =  -1.0311 w1 =   0.0720 w0 =   3.7289 Iteration 283: Error Rate = 29.75%
Training weights: w5 =   0.1572 w4 =   0.5207 w3 =  -0.2454 w2 =  -1.0273 w1 =   0.0637 w0 =   3.7259 Iteration 284: Error Rate = 28.25%
Training weights: w5 =   0.1611 w4 =   0.5306 w3 =  -0.2345 w2 =  -1.0074 w1 =   0.0729 w0 =   3.7255 Iteration 285: Error Rate = 25.50%
Training weights: w5 =   0.1510 w4 =   0.5132 w3 =  -0.2386 w2 =  -1.0138 w1 =   0.0654 w0 =   3.7220 Iteration 286: Error Rate = 24.38%
Training weights: w5 =   0.1529 w4 =   0.5107 w3 =  -0.2331 w2 =  -1.0033 w1 =   0.0615 w0 =   3.7199 Iteration 287: Error Rate = 27.88%
Training weights: w5 =   0.1468 w4 =   0.4990 w3 =  -0.2369 w2 =  -0.9991 w1 =   0.0551 w0 =   3.7166 Iteration 288: Error Rate = 31.38%
Training weights: w5 =   0.1456 w4 =   0.4930 w3 =  -0.2386 w2 =  -0.9921 w1 =   0.0502 w0 =   3.7139 Iteration 289: Error Rate = 28.38%
Training weights: w5 =   0.1496 w4 =   0.4952 w3 =  -0.2280 w2 =  -0.9787 w1 =   0.0551 w0 =   3.7123 Iteration 290: Error Rate = 29.25%
Training weights: w5 =   0.1485 w4 =   0.4908 w3 =  -0.2253 w2 =  -0.9720 w1 =   0.0539 w0 =   3.7101 Iteration 291: Error Rate = 26.50%
Training weights: w5 =   0.1486 w4 =   0.4812 w3 =  -0.2274 w2 =  -0.9662 w1 =   0.0560 w0 =   3.7075 Iteration 292: Error Rate = 28.25%
Training weights: w5 =   0.1390 w4 =   0.4681 w3 =  -0.2322 w2 =  -0.9702 w1 =   0.0458 w0 =   3.7040 Iteration 293: Error Rate = 26.62%
Training weights: w5 =   0.1398 w4 =   0.4632 w3 =  -0.2276 w2 =  -0.9618 w1 =   0.0451 w0 =   3.7022 Iteration 294: Error Rate = 23.75%
Training weights: w5 =   0.1386 w4 =   0.4661 w3 =  -0.2177 w2 =  -0.9474 w1 =   0.0490 w0 =   3.7009 Iteration 295: Error Rate = 25.88%
Training weights: w5 =   0.1449 w4 =   0.4637 w3 =  -0.2154 w2 =  -0.9371 w1 =   0.0514 w0 =   3.6986 Iteration 296: Error Rate = 30.38%
Training weights: w5 =   0.1422 w4 =   0.4535 w3 =  -0.2204 w2 =  -0.9336 w1 =   0.0493 w0 =   3.6957 Iteration 297: Error Rate = 27.88%
Training weights: w5 =   0.1374 w4 =   0.4443 w3 =  -0.2243 w2 =  -0.9325 w1 =   0.0391 w0 =   3.6928 Iteration 298: Error Rate = 24.38%
Training weights: w5 =   0.1353 w4 =   0.4395 w3 =  -0.2219 w2 =  -0.9260 w1 =   0.0375 w0 =   3.6905 Iteration 299: Error Rate = 25.38%
Training weights: w5 =   0.1336 w4 =   0.4351 w3 =  -0.2214 w2 =  -0.9187 w1 =   0.0385 w0 =   3.6882 Iteration 300: Error Rate = 26.62%
Training weights: w5 =   0.1391 w4 =   0.4349 w3 =  -0.2186 w2 =  -0.9060 w1 =   0.0423 w0 =   3.6862 Iteration 301: Error Rate = 29.50%
Training weights: w5 =   0.1299 w4 =   0.4261 w3 =  -0.2233 w2 =  -0.9029 w1 =   0.0373 w0 =   3.6833 Iteration 302: Error Rate = 28.12%
Training weights: w5 =   0.1330 w4 =   0.4292 w3 =  -0.2132 w2 =  -0.8896 w1 =   0.0410 w0 =   3.6818 Iteration 303: Error Rate = 27.88%
Training weights: w5 =   0.1272 w4 =   0.4224 w3 =  -0.2081 w2 =  -0.8852 w1 =   0.0372 w0 =   3.6790 Iteration 304: Error Rate = 29.25%
Training weights: w5 =   0.1196 w4 =   0.4050 w3 =  -0.2138 w2 =  -0.8888 w1 =   0.0286 w0 =   3.6753 Iteration 305: Error Rate = 27.62%
Training weights: w5 =   0.1199 w4 =   0.4077 w3 =  -0.2074 w2 =  -0.8764 w1 =   0.0302 w0 =   3.6739 Iteration 306: Error Rate = 25.75%
Training weights: w5 =   0.1153 w4 =   0.4004 w3 =  -0.2075 w2 =  -0.8736 w1 =   0.0321 w0 =   3.6714 Iteration 307: Error Rate = 26.00%
Training weights: w5 =   0.1148 w4 =   0.3916 w3 =  -0.2091 w2 =  -0.8679 w1 =   0.0408 w0 =   3.6689 Iteration 308: Error Rate = 26.62%
Training weights: w5 =   0.1155 w4 =   0.3863 w3 =  -0.2094 w2 =  -0.8611 w1 =   0.0376 w0 =   3.6667 Iteration 309: Error Rate = 24.00%
Training weights: w5 =   0.1171 w4 =   0.3856 w3 =  -0.2096 w2 =  -0.8527 w1 =   0.0410 w0 =   3.6645 Iteration 310: Error Rate = 27.25%
Training weights: w5 =   0.1131 w4 =   0.3703 w3 =  -0.2113 w2 =  -0.8529 w1 =   0.0368 w0 =   3.6611 Iteration 311: Error Rate = 28.00%
Training weights: w5 =   0.1135 w4 =   0.3635 w3 =  -0.2111 w2 =  -0.8492 w1 =   0.0327 w0 =   3.6584 Iteration 312: Error Rate = 25.62%
Training weights: w5 =   0.1170 w4 =   0.3693 w3 =  -0.1974 w2 =  -0.8333 w1 =   0.0438 w0 =   3.6571 Iteration 313: Error Rate = 28.62%
Training weights: w5 =   0.1119 w4 =   0.3638 w3 =  -0.1959 w2 =  -0.8254 w1 =   0.0436 w0 =   3.6540 Iteration 314: Error Rate = 35.12%
Training weights: w5 =   0.1138 w4 =   0.3490 w3 =  -0.1970 w2 =  -0.8256 w1 =   0.0374 w0 =   3.6506 Iteration 315: Error Rate = 28.75%
Training weights: w5 =   0.1170 w4 =   0.3457 w3 =  -0.1922 w2 =  -0.8167 w1 =   0.0339 w0 =   3.6484 Iteration 316: Error Rate = 28.25%
Training weights: w5 =   0.1096 w4 =   0.3365 w3 =  -0.1898 w2 =  -0.8154 w1 =   0.0250 w0 =   3.6450 Iteration 317: Error Rate = 29.75%
Training weights: w5 =   0.1125 w4 =   0.3327 w3 =  -0.1849 w2 =  -0.8064 w1 =   0.0248 w0 =   3.6429 Iteration 318: Error Rate = 26.38%
Training weights: w5 =   0.1100 w4 =   0.3378 w3 =  -0.1792 w2 =  -0.7939 w1 =   0.0280 w0 =   3.6412 Iteration 319: Error Rate = 28.12%
Training weights: w5 =   0.1011 w4 =   0.3268 w3 =  -0.1872 w2 =  -0.7946 w1 =   0.0219 w0 =   3.6374 Iteration 320: Error Rate = 31.75%
Training weights: w5 =   0.1039 w4 =   0.3266 w3 =  -0.1833 w2 =  -0.7851 w1 =   0.0248 w0 =   3.6352 Iteration 321: Error Rate = 28.50%
